	target	i02	i08	i14	i15	i06	i16	i11	i12	i07	i04	i05	i03	i13	i01	i10	i09
INHBC_+_57828623.23-P1P2|INHBC_+_57828630.23-P1P2++INHBC_+_57828623.23-P1P2|INHBC_+_57828630.23-P1P2	INHBC	746	736	623	1283	1089	884	1010	1056	1005	1775	1121	1678	2317	669	588	569
IL10RB_-_34638715.23-P1P2|IL10RB_+_34638695.23-P1P2++IL10RB_-_34638715.23-P1P2|IL10RB_+_34638695.23-P1P2	IL10RB	300	461	381	317	437	481	499	376	489	582	582	513	910	328	288	306
RAG1_-_36589567.23-P1P2|RAG1_+_36589595.23-P1P2++RAG1_-_36589567.23-P1P2|RAG1_+_36589595.23-P1P2	RAG1	515	523	209	451	632	791	633	707	934	994	1053	1061	2177	381	421	281
STAU2_+_74658690.23-P1P2|STAU2_-_74658866.23-P1P2++STAU2_+_74658690.23-P1P2|STAU2_-_74658866.23-P1P2	STAU2	1956	2092	2266	2046	2368	2848	2577	2689	2748	2794	3322	3083	6301	1967	2001	1987
KCNN3_-_154842713.23-P1P2|KCNN3_-_154842729.23-P1P2++KCNN3_-_154842713.23-P1P2|KCNN3_-_154842729.23-P1P2	KCNN3	1385	1947	1722	2486	2300	2275	2584	1763	2786	2765	3151	2601	5583	1229	1471	1867
RMDN2_-_38152486.23-P1P2|RMDN2_+_38152472.23-P1P2++RMDN2_-_38152486.23-P1P2|RMDN2_+_38152472.23-P1P2	RMDN2	1443	142	492	476	217	471	261	349	151	106	191	139	655	1076	1044	1536
non-targeting_00784|non-targeting_00251++non-targeting_00784|non-targeting_00251	non-targeting	236	625	222	314	477	273	317	207	531	602	479	576	1142	192	158	222
RHOXF2_+_119292860.23-ENST00000371388.3|RHOXF2_-_119292505.23-ENST00000371388.3++RHOXF2_+_119292860.23-ENST00000371388.3|RHOXF2_-_119292505.23-ENST00000371388.3	RHOXF2	635	643	519	545	722	1299	856	773	1051	1014	911	1143	2466	521	518	582
WDR36_-_110428095.23-P1P2|WDR36_-_110428101.23-P1P2++WDR36_-_110428095.23-P1P2|WDR36_-_110428101.23-P1P2	WDR36	374	11	190	233	35	272	63	26	33	17	20	11	0	250	374	680
ARRDC2_+_18111987.23-P2|ARRDC2_+_18111974.23-P2++ARRDC2_+_18111987.23-P2|ARRDC2_+_18111974.23-P2	ARRDC2	1659	2145	2255	2391	2640	2400	3068	2861	2665	3007	3237	3387	6346	1566	1433	1802
RAB33A_-_129305912.23-P1P2|RAB33A_-_129305976.23-P1P2++RAB33A_-_129305912.23-P1P2|RAB33A_-_129305976.23-P1P2	RAB33A	4410	6297	5520	4929	6880	5247	6935	7801	7030	6966	9067	7616	15467	3478	3566	3825
MLLT1_+_6279878.23-P1P2|MLLT1_-_6279997.23-P1P2++MLLT1_+_6279878.23-P1P2|MLLT1_-_6279997.23-P1P2	MLLT1	1273	1389	1429	1691	1474	2101	1482	1989	1608	1643	2134	2275	4181	1043	1211	1279
WDR53_+_196295368.23-P1P2|WDR53_+_196295403.23-P1P2++WDR53_+_196295368.23-P1P2|WDR53_+_196295403.23-P1P2	WDR53	2159	2177	1926	1987	2456	2596	2600	2732	2556	2651	2827	3537	5992	1681	1988	1695
ALLC_-_3705821.23-P1P2|ALLC_+_3706035.23-P1P2++ALLC_-_3705821.23-P1P2|ALLC_+_3706035.23-P1P2	ALLC	1131	1021	1044	1328	1416	1468	1611	1588	1642	2055	1626	1692	3904	960	805	1141
APH1A_-_150241347.23-P1P2|APH1A_+_150241051.23-P1P2++APH1A_-_150241347.23-P1P2|APH1A_+_150241051.23-P1P2	APH1A	863	1606	1401	1327	1677	1260	1696	1776	2465	1868	2004	2366	3589	786	1074	1010
PRKG2_-_82136320.23-P1P2|PRKG2_-_82136298.23-P1P2++PRKG2_-_82136320.23-P1P2|PRKG2_-_82136298.23-P1P2	PRKG2	1333	1827	1351	1482	1842	1851	1767	1838	1984	1959	2468	2039	3855	986	1353	1096
non-targeting_02825|non-targeting_01847++non-targeting_02825|non-targeting_01847	non-targeting	797	780	805	580	1457	920	1395	1166	1394	1412	1484	1529	2331	496	526	761
SH2D2A_-_156783870.23-P2|SH2D2A_-_156783815.23-P2++SH2D2A_-_156783870.23-P2|SH2D2A_-_156783815.23-P2	SH2D2A	1700	2970	2123	2031	2523	2297	2978	3270	3211	2908	3377	3129	6652	1628	2129	1834
CSK_+_75074463.23-P1P2|CSK_+_75074850.23-P1P2++CSK_+_75074463.23-P1P2|CSK_+_75074850.23-P1P2	CSK	1272	685	369	443	637	580	311	469	636	916	1262	1039	570	1152	1116	1154
USP32_+_58469194.23-P1P2|USP32_+_58469076.23-P1P2++USP32_+_58469194.23-P1P2|USP32_+_58469076.23-P1P2	USP32	89	166	52	191	252	101	64	237	559	6	301	808	365	9	1102	545
NOL6_-_33473848.23-P1P2|NOL6_+_33473879.23-P1P2++NOL6_-_33473848.23-P1P2|NOL6_+_33473879.23-P1P2	NOL6	257	1	84	99	0	97	6	30	0	8	0	0	63	306	458	570
TM7SF3_+_27167286.23-P1P2|TM7SF3_+_27167271.23-P1P2++TM7SF3_+_27167286.23-P1P2|TM7SF3_+_27167271.23-P1P2	TM7SF3	1295	1807	1663	1971	2210	2242	2603	2587	2022	2561	2757	2921	5370	996	1138	1435
ZBTB46_+_62462503.23-P1P2|ZBTB46_+_62462565.23-P1P2++ZBTB46_+_62462503.23-P1P2|ZBTB46_+_62462565.23-P1P2	ZBTB46	2840	145	2312	2164	283	2274	755	815	148	150	74	88	2258	2205	4390	4164
APOL1_-_36649201.23-P1P2|APOL1_-_36649205.23-P1P2++APOL1_-_36649201.23-P1P2|APOL1_-_36649205.23-P1P2	APOL1	986	1377	1100	1173	1387	1422	1251	1315	1850	1853	1844	2003	3535	834	941	796
ZFAND4_-_46168173.23-P1P2|ZFAND4_-_46168186.23-P1P2++ZFAND4_-_46168173.23-P1P2|ZFAND4_-_46168186.23-P1P2	ZFAND4	493	788	813	901	1394	731	948	1180	979	1258	1205	1203	2117	553	580	629
DDX26B_-_134654644.23-P1P2|DDX26B_-_134654626.23-P1P2++DDX26B_-_134654644.23-P1P2|DDX26B_-_134654626.23-P1P2	DDX26B	2042	2174	1789	2253	2691	2110	2281	2977	2659	3438	4166	4029	6269	1839	1473	2090
non-targeting_00426|non-targeting_01970++non-targeting_00426|non-targeting_01970	non-targeting	371	458	327	334	511	673	603	862	656	628	990	716	1986	287	451	395
CTNNBL1_-_36322495.23-P1P2|CTNNBL1_-_36322534.23-P1P2++CTNNBL1_-_36322495.23-P1P2|CTNNBL1_-_36322534.23-P1P2	CTNNBL1	1146	20	993	1173	81	859	294	179	45	124	111	163	682	735	1199	1276
CGNL1_-_57668784.23-P1P2|CGNL1_-_57668688.23-P1P2++CGNL1_-_57668784.23-P1P2|CGNL1_-_57668688.23-P1P2	CGNL1	2195	3738	2946	2503	3633	3095	3478	2377	3612	3831	4550	4192	6518	2193	2490	2336
RARB_-_25469787.23-P1P2|RARB_-_25469769.23-P1P2++RARB_-_25469787.23-P1P2|RARB_-_25469769.23-P1P2	RARB	933	956	1330	1089	1595	1476	2037	1672	1733	1900	1758	2072	4086	864	1070	779
OR5K1_+_98188341.23-ENST00000332650.5|OR5K1_+_98188333.23-ENST00000332650.5++OR5K1_+_98188341.23-ENST00000332650.5|OR5K1_+_98188333.23-ENST00000332650.5	OR5K1	312	496	234	553	426	497	714	733	584	747	816	827	1741	225	349	366
CTDSPL_+_37903425.23-P1P2|CTDSPL_-_37903405.23-P1P2++CTDSPL_+_37903425.23-P1P2|CTDSPL_-_37903405.23-P1P2	CTDSPL	5765	7509	6265	6019	7561	7270	7852	8433	9071	10721	10072	9890	18202	4826	4462	5749
ARHGDIB_+_15114500.23-P1P2|ARHGDIB_+_15114492.23-P1P2++ARHGDIB_+_15114500.23-P1P2|ARHGDIB_+_15114492.23-P1P2	ARHGDIB	1062	1068	911	1104	1314	1805	1606	1775	1948	2042	1819	2198	3346	775	846	781
PCDHB4_-_140501439.23-P1P2|PCDHB4_+_140501433.23-P1P2++PCDHB4_-_140501439.23-P1P2|PCDHB4_+_140501433.23-P1P2	PCDHB4	837	1213	678	378	1059	719	1079	925	1261	1124	1635	942	2183	493	546	828
non-targeting_02800|non-targeting_00088++non-targeting_02800|non-targeting_00088	non-targeting	2023	2382	2412	2657	3608	2329	2913	3528	2897	2786	3754	3444	6741	1428	1878	2039
ERV3-1_-_64466761.23-P1P2|ERV3-1_-_64466999.23-P1P2++ERV3-1_-_64466761.23-P1P2|ERV3-1_-_64466999.23-P1P2	ERV3-1	1246	1877	1457	1039	2019	1431	1961	1571	2159	2375	2571	2853	3719	1074	1058	1324
GDF6_-_97172999.23-P1|GDF6_+_97172795.23-P1++GDF6_-_97172999.23-P1|GDF6_+_97172795.23-P1	GDF6	1775	1960	2078	1761	2528	2104	2543	2602	2375	2759	2901	4132	4177	1452	1793	1500
LUC7L2_+_139026137.23-P2|LUC7L2_-_139026126.23-P2++LUC7L2_+_139026137.23-P2|LUC7L2_-_139026126.23-P2	LUC7L2	1637	2551	1846	1655	3259	1923	2980	3311	3237	3760	3484	3725	6029	1754	1655	1624
LOC554223_+_29760031.23-P1P2|LOC554223_+_29760024.23-P1P2++LOC554223_+_29760031.23-P1P2|LOC554223_+_29760024.23-P1P2	LOC554223	1435	1430	1677	1414	1789	1885	2039	1834	1975	2409	2124	2611	3817	1393	1301	1300
EGLN1_-_231558017.23-P1P2|EGLN1_+_231557802.23-P1P2++EGLN1_-_231558017.23-P1P2|EGLN1_+_231557802.23-P1P2	EGLN1	2227	3389	2586	2334	3985	2598	2763	2774	4778	4048	4952	5198	6500	2208	2292	2132
GPX4_+_1104037.23-P1P2|GPX4_+_1104065.23-P1P2++GPX4_+_1104037.23-P1P2|GPX4_+_1104065.23-P1P2	GPX4	2239	2481	1507	1484	3532	1261	2310	2196	3162	3136	3600	3703	5141	1506	1428	1901
ZNF577_-_52391124.23-P1P2|ZNF577_+_52391157.23-P1P2++ZNF577_-_52391124.23-P1P2|ZNF577_+_52391157.23-P1P2	ZNF577	1289	1255	1133	1304	2020	1376	1340	1668	2292	2089	2324	2489	3998	978	1218	1056
RAP1GAP2_-_2699774.23-P1P2|RAP1GAP2_+_2699738.23-P1P2++RAP1GAP2_-_2699774.23-P1P2|RAP1GAP2_+_2699738.23-P1P2	RAP1GAP2	1413	2560	1550	1843	3389	1794	2079	1731	2889	2346	3030	3231	4457	1344	1587	1705
PRR23B_+_138739744.23-P1P2|PRR23B_+_138739675.23-P1P2++PRR23B_+_138739744.23-P1P2|PRR23B_+_138739675.23-P1P2	PRR23B	1256	1482	1376	1143	1456	1280	1803	1202	1726	2064	2099	2117	3096	1058	1028	1130
ASCL3_-_8964516.23-P1P2|ASCL3_+_8964499.23-P1P2++ASCL3_-_8964516.23-P1P2|ASCL3_+_8964499.23-P1P2	ASCL3	202	255	304	359	402	245	419	300	471	327	430	628	1037	236	277	293
CALML5_+_5541495.23-P1P2|CALML5_-_5541509.23-P1P2++CALML5_+_5541495.23-P1P2|CALML5_-_5541509.23-P1P2	CALML5	1184	1059	1295	1586	1460	1128	1868	1615	1537	1896	2460	1780	3165	851	895	1222
SH3BP2_-_2794911.23-P1|SH3BP2_+_2794822.23-P1++SH3BP2_-_2794911.23-P1|SH3BP2_+_2794822.23-P1	SH3BP2	3276	4332	3634	4012	5105	4419	4768	4544	5372	5578	6258	5706	10330	2441	2683	3302
IL18BP_-_71710020.23-P1P2|IL18BP_+_71710061.23-P1P2++IL18BP_-_71710020.23-P1P2|IL18BP_+_71710061.23-P1P2	IL18BP	513	740	681	796	1012	729	1201	973	1235	1041	1510	1176	3010	556	590	593
HMOX2_-_4524797.23-P2|HMOX2_-_4524776.23-P2++HMOX2_-_4524797.23-P2|HMOX2_-_4524776.23-P2	HMOX2	674	1101	905	1048	1182	991	1295	1551	1412	1482	1569	1754	3702	719	774	916
STAT5A_-_40440912.23-P1P2|STAT5A_-_40440847.23-P1P2++STAT5A_-_40440912.23-P1P2|STAT5A_-_40440847.23-P1P2	STAT5A	1289	1301	1524	1250	1871	1380	1755	1634	1899	1945	2143	1552	4056	804	1322	1239
non-targeting_01435|non-targeting_00348++non-targeting_01435|non-targeting_00348	non-targeting	858	1113	1012	968	1371	836	1185	1353	1032	1353	1510	1204	3109	649	881	702
TWIST1_-_19157221.23-P1P2|TWIST1_-_19157081.23-P1P2++TWIST1_-_19157221.23-P1P2|TWIST1_-_19157081.23-P1P2	TWIST1	1482	1709	1607	2122	2745	1873	2584	2616	2547	3525	3845	4013	4687	1383	1430	1700
FGL2_+_76829086.23-P1P2|FGL2_-_76828923.23-P1P2++FGL2_+_76829086.23-P1P2|FGL2_-_76828923.23-P1P2	FGL2	898	1047	1056	1199	1897	1461	1534	1517	2256	2041	2463	2604	4521	948	1018	878
PPP1CA_-_67188610.23-P2|PPP1CA_-_67188663.23-P2++PPP1CA_-_67188610.23-P2|PPP1CA_-_67188663.23-P2	PPP1CA	1218	1427	1295	1280	1360	1359	1899	2200	1930	1840	2410	2026	3188	810	785	867
YWHAG_-_75988293.23-P1P2|YWHAG_+_75987872.23-P1P2++YWHAG_-_75988293.23-P1P2|YWHAG_+_75987872.23-P1P2	YWHAG	1448	711	1874	1830	969	1855	2157	2322	950	1364	1287	1037	4227	1349	1517	1574
FLII_-_18161873.23-P1P2|FLII_-_18161996.23-P1P2++FLII_-_18161873.23-P1P2|FLII_-_18161996.23-P1P2	FLII	1992	636	1351	1309	730	1586	1386	1298	904	748	945	941	2375	1617	2043	2330
HIST2H2AC_+_149859001.23-P1P2|HIST2H2AC_+_149859102.23-P1P2++HIST2H2AC_+_149859001.23-P1P2|HIST2H2AC_+_149859102.23-P1P2	HIST2H2AC	697	537	409	527	492	606	665	676	932	1038	1173	898	1913	424	619	463
BEND3_-_107436297.23-P1P2|BEND3_-_107436507.23-P1P2++BEND3_-_107436297.23-P1P2|BEND3_-_107436507.23-P1P2	BEND3	1314	2770	1501	1519	2479	1847	1656	1910	2590	3744	2756	2581	3118	910	1156	1042
PLEKHG5_+_6557467.23-P1|PLEKHG5_-_6557486.23-P1++PLEKHG5_+_6557467.23-P1|PLEKHG5_-_6557486.23-P1	PLEKHG5	5314	6273	7155	6272	8051	6858	7895	8367	8858	9133	9951	8432	17987	4681	5335	6283
TATDN3_+_212965309.23-P1|TATDN3_-_212965246.23-P1++TATDN3_+_212965309.23-P1|TATDN3_-_212965246.23-P1	TATDN3	1786	2216	2423	2296	2774	2798	3117	3550	2860	2660	3063	3367	6781	1403	1679	1432
PARK2_+_163148768.23-P1P2|PARK2_+_163148783.23-P1P2++PARK2_+_163148768.23-P1P2|PARK2_+_163148783.23-P1P2	PARK2	1223	1492	1081	1029	1608	1426	1718	1836	2839	2492	2504	3297	3789	1169	1078	971
MARK2_-_63606618.23-P1|MARK2_-_63606668.23-P1++MARK2_-_63606618.23-P1|MARK2_-_63606668.23-P1	MARK2	736	740	540	703	521	643	673	753	985	1066	906	991	1428	740	889	744
CADPS_-_62861005.23-P1P2|CADPS_+_62860808.23-P1P2++CADPS_-_62861005.23-P1P2|CADPS_+_62860808.23-P1P2	CADPS	1234	1639	1101	1268	1444	1312	1419	1657	1476	1449	2186	1686	2965	772	1088	975
EFHD2_-_15736669.23-P1P2|EFHD2_+_15736857.23-P1P2++EFHD2_-_15736669.23-P1P2|EFHD2_+_15736857.23-P1P2	EFHD2	2267	1281	2623	2743	2057	2793	2452	2742	1526	1716	2032	1624	5576	2034	2297	2660
NFIL3_-_94186119.23-P1P2|NFIL3_+_94186072.23-P1P2++NFIL3_-_94186119.23-P1P2|NFIL3_+_94186072.23-P1P2	NFIL3	1163	1189	1426	1351	1413	1359	1930	1896	1680	2076	1499	1783	2967	625	652	771
NCAPG2_+_158497431.23-P1P2|NCAPG2_+_158497428.23-P1P2++NCAPG2_+_158497431.23-P1P2|NCAPG2_+_158497428.23-P1P2	NCAPG2	521	20	179	163	5	275	64	36	12	16	12	0	72	453	423	545
USP34_+_61697650.23-P1P2|USP34_+_61698193.23-P1P2++USP34_+_61697650.23-P1P2|USP34_+_61698193.23-P1P2	USP34	467	797	642	572	764	800	917	921	671	738	930	836	1846	398	506	368
CNTN1_-_41086269.23-P1P2|CNTN1_-_41086280.23-P1P2++CNTN1_-_41086269.23-P1P2|CNTN1_-_41086280.23-P1P2	CNTN1	1213	1760	1640	1974	2371	2057	2648	2385	2293	2905	2410	2688	5666	1169	1444	1281
CCDC13_-_42814671.23-P1P2|CCDC13_+_42814687.23-P1P2++CCDC13_-_42814671.23-P1P2|CCDC13_+_42814687.23-P1P2	CCDC13	575	493	401	470	781	969	616	968	706	1037	1048	963	2138	423	484	299
OR13A1_+_45803237.23-ENST00000536058.1|OR13A1_-_45803264.23-ENST00000536058.1++OR13A1_+_45803237.23-ENST00000536058.1|OR13A1_-_45803264.23-ENST00000536058.1	OR13A1	1035	1115	674	668	1184	929	1107	1074	1132	1302	1340	1124	2218	551	502	766
VGF_-_100808789.23-P1P2|VGF_+_100808593.23-P1P2++VGF_-_100808789.23-P1P2|VGF_+_100808593.23-P1P2	VGF	1430	1176	2005	1442	1375	1653	1630	1660	1287	1220	1355	1348	3979	1109	1558	1481
non-targeting_01235|non-targeting_02619++non-targeting_01235|non-targeting_02619	non-targeting	1234	975	830	965	1751	1343	1691	1720	1559	1860	2031	2539	3306	953	1102	1048
OR10H4_+_16059888.23-ENST00000322107.1|OR10H4_+_16060079.23-ENST00000322107.1++OR10H4_+_16059888.23-ENST00000322107.1|OR10H4_+_16060079.23-ENST00000322107.1	OR10H4	1064	2131	1513	1939	2240	1773	1774	2227	1912	2401	2283	2812	4595	1103	1404	1477
CYP2D6_-_42526814.23-P1P2|CYP2D6_+_42526794.23-P1P2++CYP2D6_-_42526814.23-P1P2|CYP2D6_+_42526794.23-P1P2	CYP2D6	1382	2310	1993	2032	2768	1826	2588	2970	2958	2812	2800	2913	5903	1273	1424	1389
IL13_+_131993901.23-P1|IL13_-_131994095.23-P1++IL13_+_131993901.23-P1|IL13_-_131994095.23-P1	IL13	1064	1089	1015	1359	1131	1250	1409	1416	1440	2023	1934	1609	3035	795	727	775
SRP72_-_57333845.23-P1P2|SRP72_-_57333814.23-P1P2++SRP72_-_57333845.23-P1P2|SRP72_-_57333814.23-P1P2	SRP72	854	50	213	96	36	90	6	26	63	115	102	140	54	1039	1375	1453
COG3_+_46039129.23-P1P2|COG3_-_46039318.23-P1P2++COG3_+_46039129.23-P1P2|COG3_-_46039318.23-P1P2	COG3	1842	349	512	548	521	618	338	517	486	563	596	463	924	1636	1509	1917
KLHDC7B_+_50986119.23-P1P2|KLHDC7B_+_50986017.23-P1P2++KLHDC7B_+_50986119.23-P1P2|KLHDC7B_+_50986017.23-P1P2	KLHDC7B	1784	1627	1570	1942	1588	2199	2364	2264	2474	2625	2948	2671	5701	1633	1350	1798
CLDN7_-_7165777.23-P1P2|CLDN7_-_7165733.23-P1P2++CLDN7_-_7165777.23-P1P2|CLDN7_-_7165733.23-P1P2	CLDN7	1147	1150	1190	1444	1642	2181	1850	2169	2235	1870	2126	2278	4579	1060	1203	1334
RARG_+_53614095.23-P1|RARG_+_53614104.23-P1++RARG_+_53614095.23-P1|RARG_+_53614104.23-P1	RARG	1051	670	1259	1209	1193	1090	1230	1264	1752	1778	1852	1670	3191	636	907	862
NDUFB4_+_120315227.23-P1P2|NDUFB4_+_120315370.23-P1P2++NDUFB4_+_120315227.23-P1P2|NDUFB4_+_120315370.23-P1P2	NDUFB4	1922	611	1636	1605	504	1541	715	1297	535	701	572	605	2166	1260	1649	1955
non-targeting_01522|non-targeting_01520++non-targeting_01522|non-targeting_01520	non-targeting	818	1014	1013	1234	1407	958	1280	982	1375	1381	1403	1540	2790	764	694	882
EMILIN2_-_2847017.23-P1P2|EMILIN2_-_2847036.23-P1P2++EMILIN2_-_2847017.23-P1P2|EMILIN2_-_2847036.23-P1P2	EMILIN2	1746	2488	2174	2271	2724	2373	2864	3429	3099	3164	2798	3634	7204	1871	2391	2264
STK32C_+_134144953.23-P2|STK32C_-_134144849.23-P2++STK32C_+_134144953.23-P2|STK32C_-_134144849.23-P2	STK32C	187	41	739	689	0	410	171	323	25	18	7	19	333	166	337	480
CUL5_+_107880135.23-P1P2|CUL5_-_107879730.23-P1P2++CUL5_+_107880135.23-P1P2|CUL5_-_107879730.23-P1P2	CUL5	1811	2516	1716	1651	2418	1866	2225	2008	2678	2741	3095	4198	4481	1623	1689	1696
ADAMTS12_-_33892078.23-P1P2|ADAMTS12_+_33892096.23-P1P2++ADAMTS12_-_33892078.23-P1P2|ADAMTS12_+_33892096.23-P1P2	ADAMTS12	1212	1230	1328	1297	1810	1282	1719	1343	1381	1836	2061	1579	3756	942	1180	1164
GXYLT1_-_42538628.23-P1P2|GXYLT1_-_42538701.23-P1P2++GXYLT1_-_42538628.23-P1P2|GXYLT1_-_42538701.23-P1P2	GXYLT1	1942	2298	2774	2105	2884	2161	3142	3035	3062	3173	3289	3489	5408	1713	1934	1691
KLHL36_-_84691493.23-P2|KLHL36_-_84691446.23-P2++KLHL36_-_84691493.23-P2|KLHL36_-_84691446.23-P2	KLHL36	605	596	550	796	999	800	870	702	846	928	1203	1274	1592	343	635	419
SERPINB6_-_2971548.23-P1P2|SERPINB6_+_2971503.23-P1P2++SERPINB6_-_2971548.23-P1P2|SERPINB6_+_2971503.23-P1P2	SERPINB6	1751	4640	8440	8226	5659	10027	8839	7422	5871	3680	4487	3583	14450	1605	2269	2753
PIGQ_-_619990.23-P1P2|PIGQ_+_620029.23-P1P2++PIGQ_-_619990.23-P1P2|PIGQ_+_620029.23-P1P2	PIGQ	701	1014	746	818	1291	969	1078	1000	1355	1336	1564	1348	3003	761	647	859
ELP4_+_31531362.23-P1P2|ELP4_-_31531374.23-P1P2++ELP4_+_31531362.23-P1P2|ELP4_-_31531374.23-P1P2	ELP4	1233	13	153	192	66	232	58	16	24	20	32	45	90	1091	772	1069
ANAPC2_+_140082989.23-P1P2|ANAPC2_+_140082980.23-P1P2++ANAPC2_+_140082989.23-P1P2|ANAPC2_+_140082980.23-P1P2	ANAPC2	1190	62	528	535	63	466	136	313	36	21	2	77	482	959	1235	1262
ELF5_-_34535253.23-P1P2|ELF5_-_34535256.23-P1P2++ELF5_-_34535253.23-P1P2|ELF5_-_34535256.23-P1P2	ELF5	1296	1591	1569	1415	1973	1716	1534	2366	1870	1924	2202	2225	4702	1143	1283	1586
ZNF304_-_57862702.23-P1P2|ZNF304_+_57862652.23-P1P2++ZNF304_-_57862702.23-P1P2|ZNF304_+_57862652.23-P1P2	ZNF304	981	899	1033	1205	1368	1100	1478	1103	1333	1452	1136	1631	3142	619	418	903
AIG1_+_143382079.23-P1P2|AIG1_+_143382050.23-P1P2++AIG1_+_143382079.23-P1P2|AIG1_+_143382050.23-P1P2	AIG1	1185	1409	1489	1372	1210	1497	1649	1704	2072	1792	2043	1825	3186	752	796	953
IQCF1_+_51937005.23-P1P2|IQCF1_+_51937323.23-P1P2++IQCF1_+_51937005.23-P1P2|IQCF1_+_51937323.23-P1P2	IQCF1	1236	1823	1633	1687	2316	2580	2631	2452	2349	2828	2730	3164	5149	1271	1677	1396
ZSCAN32_-_3450934.23-P1P2|ZSCAN32_-_3450946.23-P1P2++ZSCAN32_-_3450934.23-P1P2|ZSCAN32_-_3450946.23-P1P2	ZSCAN32	921	144	626	671	261	817	851	972	321	273	371	302	1983	866	599	765
PRDM8_+_81118731.23-P1|PRDM8_+_81118866.23-P1++PRDM8_+_81118731.23-P1|PRDM8_+_81118866.23-P1	PRDM8	643	988	883	1008	1143	1422	1583	1246	1662	1385	1449	1566	3135	688	842	853
ENPP5_-_46138648.23-P1P2|ENPP5_-_46138633.23-P1P2++ENPP5_-_46138648.23-P1P2|ENPP5_-_46138633.23-P1P2	ENPP5	1455	906	1311	1392	1032	1618	1801	1219	1076	1191	1237	1228	3582	1292	1294	1318
CCDC67_+_93063903.23-P1P2|CCDC67_-_93063944.23-P1P2++CCDC67_+_93063903.23-P1P2|CCDC67_-_93063944.23-P1P2	CCDC67	1529	2347	1578	1774	2316	1983	2758	2773	2787	3381	2886	3138	6888	1133	1864	1395
FAM216B_-_43355800.23-P1P2|FAM216B_-_43355785.23-P1P2++FAM216B_-_43355800.23-P1P2|FAM216B_-_43355785.23-P1P2	FAM216B	538	508	545	695	592	1150	1062	1407	1087	955	1152	938	2426	414	529	606
CDIP1_-_4588384.23-P1P2|CDIP1_-_4588347.23-P1P2++CDIP1_-_4588384.23-P1P2|CDIP1_-_4588347.23-P1P2	CDIP1	2245	2618	2431	2344	3297	2533	3285	2862	3199	3131	4095	3375	6215	1466	1835	1991
SLC35F3_-_234040474.23-P2|SLC35F3_-_234040720.23-P2++SLC35F3_-_234040474.23-P2|SLC35F3_-_234040720.23-P2	SLC35F3	1661	2016	2407	1737	2580	2303	2450	2225	2127	2599	2894	2446	5114	1481	1666	1574
TRIM47_+_73874621.23-P1P2|TRIM47_+_73874639.23-P1P2++TRIM47_+_73874621.23-P1P2|TRIM47_+_73874639.23-P1P2	TRIM47	2386	4123	2918	3214	5382	3626	5305	4752	4432	4137	5249	4833	10151	2114	2142	2226
ACTRT2_-_2938118.23-P1P2|ACTRT2_+_2938135.23-P1P2++ACTRT2_-_2938118.23-P1P2|ACTRT2_+_2938135.23-P1P2	ACTRT2	1932	3899	2402	2774	3511	3505	3372	3526	4025	4559	4234	4376	7612	1656	1755	1908
RPS7_-_3622944.23-P1P2|RPS7_-_3622948.23-P1P2++RPS7_-_3622944.23-P1P2|RPS7_-_3622948.23-P1P2	RPS7	262	6	104	66	6	94	7	58	58	10	5	36	85	255	461	484
non-targeting_01648|non-targeting_01061++non-targeting_01648|non-targeting_01061	non-targeting	301	317	172	261	302	456	392	518	623	456	689	510	1238	325	191	242
NTRK3_+_88799928.23-P1P2|NTRK3_+_88799925.23-P1P2++NTRK3_+_88799928.23-P1P2|NTRK3_+_88799925.23-P1P2	NTRK3	4453	5497	5665	5639	6264	4704	5331	6987	6259	8643	7842	7822	12358	3540	3600	4156
non-targeting_02521|non-targeting_01091++non-targeting_02521|non-targeting_01091	non-targeting	1054	1675	1124	1382	1606	1430	2084	1383	1975	2289	2544	2313	4887	1065	1318	1343
KDM3B_-_137688400.23-P1P2|KDM3B_-_137688434.23-P1P2++KDM3B_-_137688400.23-P1P2|KDM3B_-_137688434.23-P1P2	KDM3B	5889	5699	6072	6514	7125	5633	7175	6943	7680	6647	7730	7166	15644	4569	4553	6894
HMCN2_-_133223951.23-ENST00000420499.2|HMCN2_-_133223976.23-ENST00000420499.2++HMCN2_-_133223951.23-ENST00000420499.2|HMCN2_-_133223976.23-ENST00000420499.2	HMCN2	1214	1666	1404	1515	2000	1707	2574	2049	2335	2153	2639	2729	3791	963	1259	1064
FBXO17_-_39421396.23-P1|FBXO17_+_39421190.23-P1++FBXO17_-_39421396.23-P1|FBXO17_+_39421190.23-P1	FBXO17	602	588	618	800	671	1005	987	609	808	704	726	969	2268	551	634	687
CPSF3_+_9564024.23-P1P2|CPSF3_+_9563875.23-P1P2++CPSF3_+_9564024.23-P1P2|CPSF3_+_9563875.23-P1P2	CPSF3	1751	210	1061	1206	222	1245	478	382	230	291	405	259	717	1571	1818	1722
SAGE1_+_134975827.23-P1P2|SAGE1_-_134975814.23-P1P2++SAGE1_+_134975827.23-P1P2|SAGE1_-_134975814.23-P1P2	SAGE1	1374	1923	1284	1374	2148	1310	1681	2556	2097	2065	2233	2828	4799	735	1150	1452
IRX4_+_1887038.23-P1P2|IRX4_-_1886904.23-P1P2++IRX4_+_1887038.23-P1P2|IRX4_-_1886904.23-P1P2	IRX4	578	876	731	756	867	610	1054	1101	602	991	902	1373	1762	462	504	792
